source_system,supplier_name,supplier_name_clean,supplier_name_normalized,email_clean,email_is_valid,phone_digits,phone_is_valid,category_standardized,order_date,delivery_date,order_status_clean,quantity_ordered,negotiated_price_amount,annual_spend_amount,defective_units_count,compliance_status_clean,risk_signal,completeness_score
kaggle_procurement_kpi,Alpha_Inc,Alpha Inc,ALPHA,,,,,Electronics,2023-11-25,2023-12-03,Pending,1092.0,63.11,68916.12,21.0,Yes,medium,1.0
kaggle_procurement_kpi,Alpha_Inc,Alpha Inc,ALPHA,,,,,Office Supplies,2022-07-23,,Delivered,445.0,60.35,26855.75,7.0,Yes,medium,1.0
supplier_activity_api,Bad Email Partners,Bad Email Partners,BAD EMAIL PARTNERS,not-an-email,False,3035550102,True,,,,,,,,,,high,0.75
conference_csv,Bad Email Partners,Bad Email Partners,BAD EMAIL PARTNERS,not-an-email,False,3035550102,True,Professional Services,,,,,,,,,,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-10-09,2022-10-28,Delivered,1344.0,95.52,128378.87999999999,112.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-08-28,2023-09-11,Delivered,5000.0,86.58,432900.0,115.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-03-09,2023-03-26,Pending,5000.0,74.86,374300.0,51.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-02-02,,Delivered,5000.0,16.88,84400.0,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-04-06,2022-04-21,Delivered,5000.0,15.12,75600.0,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-10-28,2023-11-03,Partially Delivered,393.0,66.31,26059.83,42.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-12-20,2024-01-01,Delivered,1565.0,20.09,31440.85,161.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-06-09,2022-06-27,Pending,906.0,90.9,82355.40000000001,94.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-04-15,2022-04-27,Delivered,1132.0,15.36,17387.52,96.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-04-05,2022-04-14,Delivered,560.0,77.87,43607.200000000004,34.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-09-11,2023-09-18,Delivered,1856.0,50.81,94303.36,191.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-07-20,2023-08-07,Delivered,1317.0,60.52,79704.84000000001,136.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-03-23,2022-04-11,Delivered,365.0,15.41,5624.65,38.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-12-20,2023-12-26,Delivered,825.0,50.84,41943.0,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-12-01,2023-12-07,Cancelled,84.0,71.42,5999.28,9.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-04-19,2023-04-26,Delivered,615.0,73.68,45313.200000000004,69.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-10-18,,Cancelled,1895.0,86.27,163481.65,170.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-12-03,,Delivered,779.0,90.92,70826.68000000001,66.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-11-29,2022-12-14,Pending,1629.0,86.44,140810.76,187.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-08-04,2023-08-05,Delivered,1535.0,78.28,120159.8,151.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-11-19,,Delivered,1800.0,96.27,173286.0,166.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-05-27,2023-06-11,Delivered,1775.0,45.86,81401.5,180.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-10-21,2023-11-09,Delivered,1798.0,91.83,165110.34,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-07-29,2023-08-14,Cancelled,841.0,85.33,71762.53,81.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-07-06,2023-07-19,Delivered,1995.0,77.75,155111.25,206.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-05-22,2022-06-03,Delivered,64.0,50.88,3256.32,5.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-02-18,2022-02-28,Pending,1912.0,29.82,57015.840000000004,191.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-06-06,2022-06-26,Delivered,1417.0,60.62,85898.54,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-06-13,2022-06-14,Delivered,697.0,19.83,13821.509999999998,78.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-09-03,2023-09-07,Delivered,1212.0,74.55,90354.59999999999,118.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-06-26,2023-07-14,Delivered,338.0,46.28,15642.640000000001,49.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-07-21,,Delivered,1846.0,12.62,23296.519999999997,216.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-11-28,2023-12-07,Delivered,280.0,69.29,19401.2,30.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-04-25,2022-04-30,Delivered,829.0,40.39,33483.31,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-10-03,2023-10-05,Delivered,1945.0,88.56,172249.2,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-06-04,2023-06-19,Delivered,1010.0,50.86,51368.6,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-06-06,2022-06-11,Pending,1535.0,38.71,59419.85,165.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-01-18,2023-01-27,Delivered,692.0,67.74,46876.079999999994,70.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-07-07,2023-07-18,Cancelled,1078.0,17.41,18767.98,102.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-01-07,2023-01-21,Cancelled,256.0,83.44,21360.64,26.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-09-03,2022-09-07,Delivered,1931.0,64.69,124916.39,187.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-09-04,,Delivered,941.0,27.21,25604.61,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-05-09,2022-05-22,Delivered,613.0,45.19,27701.469999999998,70.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-09-14,2023-09-20,Cancelled,798.0,17.76,14172.480000000001,100.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-07-07,2023-07-21,Delivered,590.0,15.56,9180.4,46.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-07-25,2022-08-01,Delivered,574.0,82.55,47383.7,54.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-11-19,2023-11-29,Delivered,1316.0,41.9,55140.4,135.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-10-28,,Delivered,1159.0,58.08,67314.72,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-06-14,2023-06-16,Pending,731.0,54.78,40044.18,70.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-05-04,2022-05-14,Delivered,1647.0,12.33,20307.51,157.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-08-19,2022-08-31,Delivered,695.0,69.76,48483.200000000004,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-12-05,2022-12-20,Delivered,1356.0,63.86,86594.16,131.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-05-13,2023-05-26,Delivered,1432.0,77.67,111223.44,174.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-08-08,2022-08-26,Pending,759.0,46.47,35270.729999999996,63.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-02-21,2023-02-24,Delivered,1307.0,60.64,79256.48,141.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-07-14,2022-07-29,Delivered,733.0,29.01,21264.33,78.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-04-10,2022-04-24,Delivered,1900.0,23.45,44555.0,188.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-12-29,2023-01-14,Delivered,1681.0,26.62,44748.22,143.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-04-11,2022-04-20,Partially Delivered,613.0,20.17,12364.210000000001,58.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-02-17,2023-03-04,Partially Delivered,1583.0,89.38,141488.53999999998,164.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-12-14,,Cancelled,1880.0,90.78,170666.4,173.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-07-16,2022-07-28,Partially Delivered,1186.0,24.78,29389.08,112.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-09-13,2022-09-20,Delivered,269.0,45.75,12306.75,32.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-03-19,2022-04-06,Pending,1639.0,55.4,90800.59999999999,147.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-07-18,2023-07-26,Delivered,1809.0,19.65,35546.85,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-02-21,2022-03-13,Delivered,434.0,34.79,15098.859999999999,41.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-11-09,2023-11-18,Pending,247.0,71.97,17776.59,,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-10-31,2022-11-15,Delivered,801.0,70.91,56798.909999999996,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-08-11,2022-08-25,Delivered,193.0,57.46,11089.78,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-03-01,2022-03-05,Delivered,658.0,79.85,52541.299999999996,72.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-02-28,2022-03-12,Pending,1419.0,71.46,101401.73999999999,137.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-06-05,2023-06-23,Delivered,1584.0,51.92,82241.28,167.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-08-16,2023-08-30,Delivered,690.0,21.94,15138.6,77.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-06-20,2023-06-23,Delivered,193.0,81.74,15775.82,21.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-11-20,2022-11-21,Delivered,395.0,23.96,9464.2,31.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-10-23,2023-11-07,Cancelled,502.0,20.65,10366.3,50.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-11-20,2022-11-24,Delivered,1064.0,43.6,46390.4,94.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-01-10,2022-01-20,Delivered,1306.0,20.17,26342.02,116.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-04-13,2022-04-20,Delivered,257.0,66.92,17198.44,22.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-07-05,2023-07-09,Partially Delivered,453.0,60.18,27261.54,51.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-03-12,2022-03-27,Delivered,677.0,43.11,29185.47,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-12-22,2024-01-11,Delivered,303.0,11.42,3460.2599999999998,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-09-28,2022-10-03,Delivered,1779.0,94.36,167866.44,176.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-10-06,2022-10-21,Cancelled,1754.0,86.54,151791.16,161.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-12-05,2023-12-24,Delivered,865.0,47.76,41312.4,83.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-05-16,2023-05-26,Partially Delivered,1465.0,9.61,14078.65,151.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-02-22,2022-03-11,Delivered,1268.0,45.26,57389.68,123.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-03-29,2023-04-18,Partially Delivered,1743.0,47.15,82182.45,160.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-12-24,,Delivered,279.0,46.5,12973.5,28.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-09-13,2022-10-01,Delivered,1122.0,81.7,91667.40000000001,118.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-12-29,2023-01-18,Delivered,1245.0,51.65,64304.25,118.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-02-21,2023-02-27,Delivered,207.0,63.01,13043.07,25.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-09-28,2023-10-18,Delivered,526.0,25.32,13318.32,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-02-27,2023-03-14,Pending,1965.0,34.64,68067.6,195.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-07-03,2022-07-19,Delivered,1110.0,45.88,50926.8,112.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-01-27,2023-02-12,Delivered,1042.0,12.3,12816.6,88.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-07-24,2022-08-03,Pending,1030.0,61.58,63427.4,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-11-09,2022-11-23,Delivered,1329.0,33.06,43936.740000000005,146.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-10-19,2023-10-24,Cancelled,675.0,11.84,7992.0,52.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-07-04,2023-07-11,Delivered,1011.0,97.06,98127.66,91.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-04-29,2022-05-13,Partially Delivered,539.0,30.57,16477.23,34.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-04-22,2022-05-08,Delivered,295.0,57.32,16909.4,31.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-04-29,2022-05-11,Cancelled,1891.0,80.28,151809.48,158.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-07-14,2022-07-27,Cancelled,574.0,11.47,6583.780000000001,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-03-23,2023-03-26,Pending,1898.0,33.25,63108.5,187.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-07-21,,Delivered,561.0,30.99,17385.39,68.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-03-18,2023-03-21,Delivered,703.0,86.78,61006.340000000004,59.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-11-12,2023-11-19,Delivered,1956.0,65.09,127316.04000000001,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-11-12,2023-11-23,Delivered,354.0,23.87,8449.98,39.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-11-25,2023-12-09,Delivered,731.0,17.3,12646.300000000001,69.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-03-17,2023-03-20,Delivered,1053.0,92.35,97244.54999999999,104.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-03-29,2023-04-15,Delivered,926.0,13.49,12491.74,94.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-11-06,2023-11-15,Delivered,985.0,80.88,79666.79999999999,,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-08-29,2022-09-01,Delivered,706.0,62.06,43814.36,60.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-05-31,2022-06-07,Partially Delivered,1131.0,91.28,103237.68000000001,103.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2022-09-07,2022-09-12,Partially Delivered,851.0,74.76,63620.76,91.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-06-01,2022-06-03,Delivered,1169.0,82.16,96045.04,103.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-12-06,2023-12-12,Pending,1191.0,61.71,73496.61,112.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-04-20,2022-05-07,Delivered,1674.0,11.77,19702.98,181.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-06-15,2023-06-21,Partially Delivered,1345.0,95.14,127963.3,,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-02-21,2022-03-13,Pending,753.0,79.92,60179.76,75.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-07-25,2023-08-14,Delivered,1520.0,81.63,124077.59999999999,149.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-04-21,2023-05-05,Delivered,1149.0,30.65,35216.85,141.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Electronics,2023-03-30,2023-04-05,Delivered,746.0,15.35,11451.1,69.0,No,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-09-20,2023-10-06,Delivered,1358.0,38.75,52622.5,128.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2023-05-02,2023-05-14,Delivered,1823.0,66.92,121995.16,202.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,"Maintenance, Repair, and Operations",2022-09-11,2022-09-26,Pending,502.0,82.33,41329.659999999996,,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2022-03-24,2022-04-07,Pending,1910.0,68.49,130815.9,170.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-12-12,2023-12-30,Delivered,1979.0,39.46,78091.34,221.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-08-08,2022-08-28,Delivered,491.0,11.67,5729.97,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Office Supplies,2023-02-22,2023-03-05,Delivered,1065.0,41.42,44112.3,113.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2023-07-10,2023-07-17,Delivered,565.0,29.76,16814.4,60.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-03-07,2023-03-27,Delivered,307.0,83.63,25674.41,29.0,Yes,medium,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Packaging,2022-01-21,,Delivered,1548.0,22.87,35402.76,,Yes,low,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2023-05-04,2023-05-22,Delivered,1981.0,90.99,180251.19,204.0,Yes,high,1.0
kaggle_procurement_kpi,Beta_Supplies,Beta Supplies,BETA SUPPLIES,,,,,Raw Materials,2022-12-27,2022-12-28,Delivered,1748.0,62.84,109844.32,171.0,Yes,high,1.0
